0,1.998912904,1.966911505,2.028717219
0.0218,1.900640184,1.861863735,1.936236444
0.0436,1.626853415,1.557827774,1.686397996
0.0654,1.550839605,1.468892062,1.619751588
0.0872,1.36078269,1.231638054,1.460196829
0.109,1.282168778,1.124221638,1.397743042
0.1308,1.105510185,0.846460739,1.266654996
