20,0.006666667,0.003846901,1
21,0.01,0.006116573,300
22,0.01,0.009283289,33.39
23,0.016666667,0.013476914,6.115764486
24,0.04,0.018749757,5.778408085
25,0.026666667,0.025042175,
26,0.023333333,0.032159932,
27,0.036666667,0.039771116,
28,0.03,0.047427055,
29,0.06,0.05460653,
30,0.053333333,0.060777068,
31,0.096666667,0.065462784,
32,0.046666667,0.068306324,
33,0.06,0.06911358,
34,0.056666667,0.067873601,
35,0.066666667,0.064751416,
36,0.08,0.060056938,
37,0.053333333,0.054197329,
38,0.033333333,0.047622337,
39,0.046666667,0.040772047,
40,0.026666667,0.034034466,
41,0.023333333,0.027717337,
42,0.03,0.022035283,
43,0.013333333,0.017110654,
44,0.013333333,0.012984653,
45,0.003333333,0.009634612,
46,0.01,0.006993472,
47,0.003333333,0.004968341,
48,0.003333333,0.003456102,
49,0.006666667,0.002355087,
50,0.006666667,0.001572727,
51,0.006666667,0.001029674,
